# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 26 14:36:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_disc_reflink: Discovery Reference
#
loc_rowid,pl_hostname,pl_name,pl_pnum,pl_kepflag,ra_str,ra,dec_str,dec,pl_disc_reflink
3348,Kepler-915,Kepler-915 b,1,1,19h22m22.10s,290.592077,+45d44m13.7s,45.737137,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3349,Kepler-916,Kepler-916 b,1,1,19h23m56.00s,290.983322,+45d58m23.9s,45.973301,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3350,Kepler-917,Kepler-917 b,1,1,19h56m12.30s,299.051260,+47d56m57.4s,47.949284,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3351,Kepler-918,Kepler-918 b,1,1,19h52m48.17s,298.200719,+48d16m04.2s,48.267838,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3352,Kepler-919,Kepler-919 b,1,1,19h52m27.55s,298.114772,+48d29m39.9s,48.494404,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3353,Kepler-92,Kepler-92 b,3,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,<a refstr=XIE_2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>
3354,Kepler-92,Kepler-92 c,3,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,<a refstr=XIE_2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>
3355,Kepler-92,Kepler-92 d,3,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>
3356,Kepler-920,Kepler-920 b,2,1,18h57m11.27s,284.296949,+49d09m31.2s,49.158676,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3357,Kepler-920,Kepler-920 c,2,1,18h57m11.27s,284.296949,+49d09m31.2s,49.158676,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3358,Kepler-921,Kepler-921 b,1,1,18h58m27.89s,284.616205,+49d11m26.9s,49.190811,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3359,Kepler-922,Kepler-922 b,1,1,18h58m55.55s,284.731462,+49d31m59.5s,49.533195,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3360,Kepler-923,Kepler-923 b,1,1,19h36m41.06s,294.171085,+40d03m18.6s,40.055165,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3361,Kepler-924,Kepler-924 b,1,1,19h22m40.44s,290.668512,+40d23m51.8s,40.397718,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3362,Kepler-925,Kepler-925 b,1,1,19h20m25.57s,290.106539,+40d29m26.4s,40.490657,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3363,Kepler-926,Kepler-926 b,1,1,19h18m43.04s,289.679343,+40d42m01.7s,40.700466,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3364,Kepler-927,Kepler-927 b,1,1,19h17m32.04s,289.383510,+41d23m33.7s,41.392695,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3365,Kepler-928,Kepler-928 b,1,1,19h19m40.97s,289.920717,+41d32m34.2s,41.542828,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3366,Kepler-929,Kepler-929 b,1,1,19h53m55.47s,298.481124,+41d36m55.2s,41.615332,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3367,Kepler-93,Kepler-93 b,2,1,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3368,Kepler-93,Kepler-93 c,2,1,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3369,Kepler-930,Kepler-930 b,1,1,19h53m15.47s,298.314444,+42d14m50.8s,42.247434,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3370,Kepler-931,Kepler-931 b,1,1,19h48m31.83s,297.132641,+42d46m05.7s,42.768253,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3371,Kepler-932,Kepler-932 b,1,1,19h47m48.49s,296.952062,+43d16m19.1s,43.271969,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3372,Kepler-933,Kepler-933 b,1,1,19h18m16.48s,289.568659,+43d32m19.0s,43.538612,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3373,Kepler-934,Kepler-934 b,1,1,19h21m09.23s,290.288467,+43d45m19.2s,43.755322,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3374,Kepler-935,Kepler-935 b,1,1,19h40m05.20s,295.021668,+46d37m09.2s,46.619217,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3375,Kepler-936,Kepler-936 b,1,1,19h34m18.66s,293.577759,+46d44m10.8s,46.736347,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3376,Kepler-937,Kepler-937 b,2,1,19h36m40.51s,294.168805,+46d42m52.6s,46.714611,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3377,Kepler-937,Kepler-937 c,2,1,19h36m40.51s,294.168805,+46d42m52.6s,46.714611,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3378,Kepler-938,Kepler-938 b,1,1,19h39m09.39s,294.789143,+46d59m02.4s,46.983990,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3379,Kepler-939,Kepler-939 b,1,1,19h35m27.75s,293.865613,+47d01m36.6s,47.026829,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3380,Kepler-94,Kepler-94 b,2,1,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3381,Kepler-94,Kepler-94 c,2,1,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3382,Kepler-940,Kepler-940 b,1,1,19h36m57.91s,294.241293,+47d16m33.5s,47.275982,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3383,Kepler-941,Kepler-941 b,1,1,19h37m18.33s,294.326356,+47d13m03.4s,47.217613,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3384,Kepler-942,Kepler-942 b,1,1,19h39m49.23s,294.955114,+44d08m59.3s,44.149818,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3385,Kepler-943,Kepler-943 b,1,1,18h57m05.75s,284.273965,+41d32m06.1s,41.535023,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3386,Kepler-944,Kepler-944 b,1,1,19h34m24.30s,293.601262,+42d22m47.1s,42.379761,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3387,Kepler-945,Kepler-945 b,1,1,19h25m04.74s,291.269748,+42d05m45.8s,42.096046,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3388,Kepler-946,Kepler-946 b,1,1,20h03m43.11s,300.929606,+44d01m43.6s,44.028790,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3389,Kepler-947,Kepler-947 b,1,1,19h37m28.01s,294.366727,+42d15m09.6s,42.252678,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3390,Kepler-948,Kepler-948 b,1,1,19h33m12.06s,293.300231,+41d31m24.0s,41.523338,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3391,Kepler-949,Kepler-949 b,1,1,19h54m25.89s,298.607876,+46d27m13.3s,46.453682,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3392,Kepler-95,Kepler-95 b,1,1,18h57m55.79s,284.482459,+44d23m52.9s,44.398037,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3393,Kepler-950,Kepler-950 b,1,1,19h11m49.58s,287.956566,+41d07m49.2s,41.130329,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3394,Kepler-951,Kepler-951 b,1,1,19h10m57.01s,287.737560,+38d06m52.4s,38.114567,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3395,Kepler-952,Kepler-952 b,1,1,19h01m29.27s,285.371949,+41d59m38.1s,41.993912,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3396,Kepler-953,Kepler-953 b,2,1,19h15m53.20s,288.971662,+44d37m28.3s,44.624531,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3397,Kepler-953,Kepler-953 c,2,1,19h15m53.20s,288.971662,+44d37m28.3s,44.624531,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3398,Kepler-954,Kepler-954 b,1,1,19h43m26.25s,295.859378,+47d56m22.2s,47.939510,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3399,Kepler-955,Kepler-955 b,1,1,19h13m53.15s,288.471458,+40d16m11.3s,40.269795,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3400,Kepler-956,Kepler-956 b,1,1,19h30m07.39s,292.530806,+49d03m42.1s,49.061707,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3401,Kepler-957,Kepler-957 b,1,1,19h20m37.52s,290.156346,+48d49m08.4s,48.818996,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3402,Kepler-958,Kepler-958 b,1,1,19h09m01.60s,287.256685,+46d04m00.4s,46.066769,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3403,Kepler-959,Kepler-959 b,1,1,19h28m41.08s,292.171168,+40d48m41.0s,40.811382,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3404,Kepler-96,Kepler-96 b,1,1,19h48m16.71s,297.069643,+40d31m30.5s,40.525141,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3405,Kepler-960,Kepler-960 b,1,1,18h45m49.72s,281.457163,+46d44m47.3s,46.746468,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3406,Kepler-961,Kepler-961 b,1,1,18h48m08.52s,282.035496,+43d37m52.6s,43.631268,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3407,Kepler-962,Kepler-962 b,1,1,19h41m15.15s,295.313145,+46d14m15.0s,46.237488,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3408,Kepler-963,Kepler-963 b,1,1,19h47m00.71s,296.752973,+45d02m28.0s,45.041100,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3409,Kepler-964,Kepler-964 b,1,1,19h41m12.02s,295.300090,+40d33m23.7s,40.556591,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3410,Kepler-965,Kepler-965 b,1,1,19h54m03.68s,298.515338,+41d53m28.3s,41.891205,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3411,Kepler-966,Kepler-966 b,1,1,19h49m04.94s,297.270578,+50d07m18.5s,50.121811,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3412,Kepler-967,Kepler-967 b,2,1,19h06m13.94s,286.558075,+38d24m19.3s,38.405360,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3413,Kepler-967,Kepler-967 c,2,1,19h06m13.94s,286.558075,+38d24m19.3s,38.405360,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3414,Kepler-968,Kepler-968 b,2,1,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3415,Kepler-968,Kepler-968 c,2,1,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3416,Kepler-969,Kepler-969 b,2,1,19h13m29.40s,288.372508,+47d56m00.8s,47.933556,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3417,Kepler-969,Kepler-969 c,2,1,19h13m29.40s,288.372508,+47d56m00.8s,47.933556,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3418,Kepler-97,Kepler-97 b,2,1,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3419,Kepler-97,Kepler-97 c,2,1,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3420,Kepler-970,Kepler-970 b,1,1,19h18m30.06s,289.625230,+40d42m31.4s,40.708726,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3421,Kepler-971,Kepler-971 b,1,1,18h56m22.70s,284.094587,+41d10m58.2s,41.182821,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3422,Kepler-972,Kepler-972 b,1,1,19h43m18.89s,295.828703,+43d25m31.8s,43.425495,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3423,Kepler-973,Kepler-973 b,1,1,19h20m39.66s,290.165258,+49d55m25.9s,49.923862,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3424,Kepler-974,Kepler-974 b,1,1,19h00m03.14s,285.013102,+40d13m14.7s,40.220753,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3425,Kepler-975,Kepler-975 b,1,1,19h22m11.65s,290.548550,+38d29m43.0s,38.495275,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3426,Kepler-976,Kepler-976 b,1,1,19h19m28.71s,289.869641,+46d43m46.9s,46.729706,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3427,Kepler-977,Kepler-977 b,1,1,19h26m03.89s,291.516210,+42d14m53.5s,42.248196,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3428,Kepler-978,Kepler-978 b,1,1,19h06m50.57s,286.710723,+43d02m36.4s,43.043453,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3429,Kepler-979,Kepler-979 b,1,1,20h01m29.11s,300.371281,+46d24m29.8s,46.408276,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3430,Kepler-98,Kepler-98 b,1,1,19h02m38.80s,285.661662,+37d57m52.2s,37.964506,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3431,Kepler-980,Kepler-980 b,1,1,19h38m27.12s,294.613008,+45d03m36.6s,45.060169,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3432,Kepler-981,Kepler-981 b,1,1,19h16m59.74s,289.248907,+47d39m00.4s,47.650101,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3433,Kepler-982,Kepler-982 b,1,1,19h13m40.24s,288.417680,+46d35m25.5s,46.590427,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3434,Kepler-983,Kepler-983 b,1,1,19h00m24.97s,285.104060,+45d00m29.4s,45.008167,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3435,Kepler-984,Kepler-984 b,1,1,19h47m50.13s,296.958868,+46d23m38.9s,46.394127,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3436,Kepler-985,Kepler-985 b,1,1,19h20m34.63s,290.144308,+44d02m59.8s,44.049953,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3437,Kepler-986,Kepler-986 b,1,1,19h32m22.56s,293.094007,+42d53m47.2s,42.896431,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3438,Kepler-987,Kepler-987 b,1,1,19h17m38.66s,289.411070,+46d07m51.1s,46.130848,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3439,Kepler-988,Kepler-988 b,1,1,19h22m50.01s,290.708386,+42d14m14.1s,42.237251,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3440,Kepler-989,Kepler-989 b,1,1,18h46m19.90s,281.582909,+47d14m01.1s,47.233631,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3441,Kepler-99,Kepler-99 b,1,1,19h49m24.96s,297.354004,+41d18m00.2s,41.300049,<a refstr=MARCY_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJS..210...20M target=ref> Marcy et al. 2014 </a>
3442,Kepler-990,Kepler-990 b,2,1,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3443,Kepler-990,Kepler-990 c,2,1,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3444,Kepler-991,Kepler-991 b,1,1,19h48m21.76s,297.090655,+49d37m35.7s,49.626572,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3445,Kepler-992,Kepler-992 b,1,1,18h57m43.27s,284.430280,+47d38m30.4s,47.641785,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3446,Kepler-993,Kepler-993 b,1,1,19h30m27.38s,292.614101,+44d23m40.8s,44.394661,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3447,Kepler-994,Kepler-994 b,1,1,19h16m17.33s,289.072225,+47d24m25.5s,47.407070,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
